Name,batchEntId,parentBoxPlateId,parentBoxPlateName,parentBoxPlatePos,volume,Concentration (ng/ul)
VIAL20550,seq_S5nEtVQm,box_TeiHeGLT,p1,h5,50.0,300
VIAL20551,seq_5Ap5wYCs,box_TeiHeGLT,p1,h6,50.0,300
VIAL20552,seq_HJ747rJH,box_TeiHeGLT,p1,h7,50.0,300
VIAL20553,seq_zwbqAwdF,box_TeiHeGLT,p1,h8,50.0,300
VIAL20554,seq_jNP4VZFI,box_TeiHeGLT,p1,h9,50.0,75
VIAL20484,seq_AA4vOQs1,box_TeiHeGLT,p1,i1,50.0,300
VIAL20555,,box_TeiHeGLT,p1,i2,,
VIAL20556,,box_TeiHeGLT,p1,i3,,
VIAL20557,,box_TeiHeGLT,p1,i4,,
VIAL20558,,box_TeiHeGLT,p1,i5,,
VIAL20559,,box_TeiHeGLT,p1,i6,,
VIAL20560,,box_TeiHeGLT,p1,i7,,
VIAL20561,,box_TeiHeGLT,p1,i8,,
VIAL20562,,box_TeiHeGLT,p1,i9,,
VIAL21398,seq_i1uyQ0zo,box_lhTg6haI,o2,a1,100.0,10.0
VIAL21399,seq_5VhJR142,box_lhTg6haI,o2,a2,100.0,10.0
VIAL21400,seq_8CcWg1QW,box_lhTg6haI,o2,a3,100.0,10.0
VIAL21401,seq_luTqDbzH,box_lhTg6haI,o2,a4,100.0,10.0
VIAL21402,seq_nOJEOppX,box_lhTg6haI,o2,a5,100.0,10.0
VIAL21403,seq_uSyp5fQi,box_lhTg6haI,o2,a6,100.0,10.0
VIAL21404,seq_uFHl7oVO,box_lhTg6haI,o2,a7,100.0,10.0
VIAL21405,seq_7NpnY8oT,box_lhTg6haI,o2,a8,100.0,10.0
VIAL21406,seq_GzOI7sqt,box_lhTg6haI,o2,a9,100.0,10.0
VIAL21407,seq_HdQAAqGp,box_lhTg6haI,o2,b1,100.0,10.0
VIAL21408,seq_HYoUklcq,box_lhTg6haI,o2,b2,100.0,10.0
VIAL21409,seq_xiREBcNR,box_lhTg6haI,o2,b3,100.0,10.0
VIAL21410,seq_7qjN1utE,box_lhTg6haI,o2,b4,100.0,10.0
VIAL21411,seq_Hbtzr4wK,box_lhTg6haI,o2,b5,100.0,10.0
VIAL21412,seq_deQeAjno,box_lhTg6haI,o2,b6,100.0,10.0
VIAL21413,seq_lutfXWeV,box_lhTg6haI,o2,b7,100.0,10.0
VIAL21414,seq_OwVVdhQv,box_lhTg6haI,o2,b8,100.0,10.0
VIAL21415,seq_9nnPdwWa,box_lhTg6haI,o2,b9,100.0,10.0
VIAL21416,seq_saweD7Ol,box_lhTg6haI,o2,c1,100.0,10.0
VIAL21417,seq_lJB4G1pJ,box_lhTg6haI,o2,c2,100.0,10.0
VIAL21418,seq_pbMnPw6k,box_lhTg6haI,o2,c3,100.0,10.0
VIAL21419,seq_uj9Oa23G,box_lhTg6haI,o2,c4,100.0,10.0
VIAL21420,seq_9TvneN5Y,box_lhTg6haI,o2,c5,100.0,10.0
VIAL21421,seq_DW1rllu1,box_lhTg6haI,o2,c6,100.0,10.0
VIAL21422,seq_zs5SBVqi,box_lhTg6haI,o2,c7,100.0,10.0
VIAL21423,seq_jXJRLBHI,box_lhTg6haI,o2,c8,100.0,10.0
VIAL21424,seq_k1rS79d7,box_lhTg6haI,o2,c9,100.0,10.0
VIAL21425,seq_h7ykC4hk,box_lhTg6haI,o2,d1,100.0,10.0
VIAL21426,seq_QWF8ClA0,box_lhTg6haI,o2,d2,100.0,10.0
VIAL21427,seq_i59IXsq1,box_lhTg6haI,o2,d3,100.0,10.0
VIAL21428,seq_ARBnxV7o,box_lhTg6haI,o2,d4,100.0,10.0
VIAL21429,seq_p2OKmYwC,box_lhTg6haI,o2,d5,100.0,10.0
VIAL21430,seq_H3lWPIUW,box_lhTg6haI,o2,d6,100.0,10.0
VIAL21431,seq_876DjN2J,box_lhTg6haI,o2,d7,100.0,10.0
VIAL21432,seq_BpGdhPGi,box_lhTg6haI,o2,d8,100.0,10.0
VIAL21433,seq_IrXtb4xe,box_lhTg6haI,o2,d9,100.0,10.0
VIAL21434,seq_YQSEyTaI,box_lhTg6haI,o2,e1,100.0,10.0
VIAL21435,seq_u0tk57cW,box_lhTg6haI,o2,e2,100.0,10.0
VIAL21436,seq_rh30eJDU,box_lhTg6haI,o2,e3,100.0,10.0
VIAL21437,seq_bEnyPZyO,box_lhTg6haI,o2,e4,100.0,10.0
VIAL21438,seq_EeRgUiXI,box_lhTg6haI,o2,e5,100.0,10.0
VIAL21439,seq_CwiLSIvD,box_lhTg6haI,o2,e6,100.0,10.0
VIAL21440,seq_usj8XuoO,box_lhTg6haI,o2,e7,100.0,10.0
VIAL21441,seq_LFu55t0M,box_lhTg6haI,o2,e8,100.0,10.0
VIAL21442,seq_EZKQwuNK,box_lhTg6haI,o2,e9,100.0,10.0
VIAL21443,seq_WgG5ykhi,box_lhTg6haI,o2,f1,100.0,10.0
VIAL21444,seq_YTemNUbF,box_lhTg6haI,o2,f2,100.0,10.0
VIAL21445,seq_XJ9TThgd,box_lhTg6haI,o2,f3,100.0,10.0
VIAL21446,seq_X8jtELts,box_lhTg6haI,o2,f4,100.0,10.0
VIAL21447,seq_PMLlZ4CW,box_lhTg6haI,o2,f5,100.0,10.0
VIAL21654,seq_YLTR2B9y,box_lhTg6haI,o2,f6,100.0,10.0
VIAL21655,seq_mSRja9xj,box_lhTg6haI,o2,f7,100.0,10.0
VIAL21656,seq_G6JFHeOC,box_lhTg6haI,o2,f8,100.0,10.0
VIAL21448,seq_ASmaHtK0,box_lhTg6haI,o2,g2,100.0,10.0
VIAL21449,seq_3Rn6i3di,box_lhTg6haI,o2,g3,100.0,10.0
VIAL21450,seq_OvLTlQju,box_lhTg6haI,o2,g4,100.0,10.0
VIAL21451,seq_wjA1oNs1,box_lhTg6haI,o2,g5,100.0,10.0
VIAL21452,seq_EvcXICxF,box_lhTg6haI,o2,g6,100.0,10.0
VIAL21453,seq_4yN0wtJk,box_lhTg6haI,o2,g7,100.0,10.0
VIAL21454,seq_tcSQqCfY,box_lhTg6haI,o2,g8,100.0,10.0
VIAL21455,seq_CzNKGwXb,box_lhTg6haI,o2,g9,100.0,10.0
VIAL21456,seq_bnt55HeY,box_lhTg6haI,o2,h1,100.0,10.0
VIAL21457,seq_8BpV7QL4,box_lhTg6haI,o2,h2,100.0,10.0
VIAL21458,seq_pYjSwHqH,box_lhTg6haI,o2,h3,100.0,10.0
VIAL21459,seq_Yjr094aM,box_lhTg6haI,o2,h4,100.0,10.0
VIAL21460,seq_WrC414x6,box_lhTg6haI,o2,h5,100.0,10.0
VIAL21461,seq_fbtmfWjc,box_lhTg6haI,o2,h6,100.0,10.0
VIAL21462,seq_e011EfPo,box_lhTg6haI,o2,h7,100.0,10.0
VIAL21463,seq_Hcnnfuan,box_lhTg6haI,o2,h8,100.0,10.0
VIAL21464,seq_SBtAXfAK,box_lhTg6haI,o2,h9,100.0,10.0
VIAL21465,seq_WBZ2srqt,box_lhTg6haI,o2,i1,100.0,10.0
VIAL21466,seq_fLBRbdeE,box_lhTg6haI,o2,i2,100.0,10.0
VIAL21467,seq_Z5oF73UY,box_lhTg6haI,o2,i3,100.0,10.0
VIAL21468,seq_N6rnZMCE,box_lhTg6haI,o2,i5,100.0,10.0
VIAL20609,seq_uJ7DmqSE,box_lhTg6haI,o2,i6,100.0,10.0
VIAL20610,seq_l5WNF5Fp,box_lhTg6haI,o2,i7,100.0,10.0
VIAL20611,seq_z02Md7Yd,box_lhTg6haI,o2,i8,100.0,10.0
VIAL20612,seq_mjIgJeKr,box_lhTg6haI,o2,i9,100.0,10.0
WELL216227,seq_cDFXa1FN,plt_KtpttTQt,op4,a1,100.0,10.0
WELL216236,seq_fWaymUQa,plt_KtpttTQt,op4,a10,100.0,10.0
WELL216237,seq_nHLaEGMR,plt_KtpttTQt,op4,a11,100.0,10.0
WELL216238,seq_5aUgz73o,plt_KtpttTQt,op4,a12,100.0,10.0
WELL216228,seq_WvztrAxO,plt_KtpttTQt,op4,a2,100.0,10.0
WELL216229,seq_nA6ONOFH,plt_KtpttTQt,op4,a3,100.0,10.0
WELL216230,seq_IAroq75c,plt_KtpttTQt,op4,a4,100.0,10.0
WELL216231,seq_1NBMiG3k,plt_KtpttTQt,op4,a5,100.0,10.0
WELL216232,seq_jj0NBAJ5,plt_KtpttTQt,op4,a6,100.0,10.0
WELL216233,seq_gWsqkkfq,plt_KtpttTQt,op4,a7,100.0,10.0
WELL216234,seq_eiMmQVPL,plt_KtpttTQt,op4,a8,100.0,10.0
WELL216235,seq_FQTISpgo,plt_KtpttTQt,op4,a9,100.0,10.0
WELL216239,seq_16Dsbe4R,plt_KtpttTQt,op4,b1,100.0,10.0
WELL216248,seq_iz617xDk,plt_KtpttTQt,op4,b10,100.0,10.0
WELL216249,seq_JP3cyJB0,plt_KtpttTQt,op4,b11,100.0,10.0
WELL216250,seq_iAuZr4qz,plt_KtpttTQt,op4,b12,100.0,10.0
WELL216240,seq_1ndPpw65,plt_KtpttTQt,op4,b2,100.0,10.0
WELL216241,seq_CXtYtVig,plt_KtpttTQt,op4,b3,100.0,10.0
WELL216242,seq_Ol5tYCjI,plt_KtpttTQt,op4,b4,100.0,10.0
WELL216243,seq_QtYUnTok,plt_KtpttTQt,op4,b5,100.0,10.0
WELL216244,seq_In9idfFb,plt_KtpttTQt,op4,b6,100.0,10.0
WELL216245,seq_cUvhyNMG,plt_KtpttTQt,op4,b7,100.0,10.0
WELL216246,seq_EQMptrMO,plt_KtpttTQt,op4,b8,100.0,10.0
WELL216247,seq_5DuCgph9,plt_KtpttTQt,op4,b9,100.0,10.0
WELL216251,seq_4GSOhnMX,plt_KtpttTQt,op4,c1,100.0,10.0
WELL216260,seq_sqKd7qS8,plt_KtpttTQt,op4,c10,100.0,10.0
WELL216261,seq_yu7pqwoO,plt_KtpttTQt,op4,c11,100.0,10.0
WELL216262,seq_mZ1aeXEh,plt_KtpttTQt,op4,c12,100.0,10.0
WELL216252,seq_mJHFoTZA,plt_KtpttTQt,op4,c2,100.0,10.0
WELL216253,seq_0v7Yeb51,plt_KtpttTQt,op4,c3,100.0,10.0
WELL216254,seq_kqXNg6Hr,plt_KtpttTQt,op4,c4,100.0,10.0
WELL216255,seq_BZAvgZt2,plt_KtpttTQt,op4,c5,100.0,10.0
WELL216256,seq_MxTNw1kw,plt_KtpttTQt,op4,c6,100.0,10.0
WELL216257,seq_yCHky6pK,plt_KtpttTQt,op4,c7,100.0,10.0
WELL216258,seq_zPWbMjDW,plt_KtpttTQt,op4,c8,100.0,10.0
WELL216259,seq_JZLMv0hC,plt_KtpttTQt,op4,c9,100.0,10.0
WELL216263,seq_GfxQ10Bq,plt_KtpttTQt,op4,d1,100.0,10.0
WELL216272,seq_Hy5CXh4Y,plt_KtpttTQt,op4,d10,100.0,10.0
WELL216273,seq_rP2WUNPn,plt_KtpttTQt,op4,d11,100.0,10.0
WELL216274,seq_VKwOkpGA,plt_KtpttTQt,op4,d12,100.0,10.0
WELL216264,seq_prZNF9sA,plt_KtpttTQt,op4,d2,100.0,10.0
WELL216265,seq_HMolTDc9,plt_KtpttTQt,op4,d3,100.0,10.0
WELL216266,seq_6RD6FEq4,plt_KtpttTQt,op4,d4,100.0,10.0
WELL216267,seq_Z2qBIGqQ,plt_KtpttTQt,op4,d5,100.0,10.0
WELL216268,seq_QiCT4rbh,plt_KtpttTQt,op4,d6,100.0,10.0
WELL216269,seq_Hph4U3LE,plt_KtpttTQt,op4,d7,100.0,10.0
WELL216270,seq_NteIjRyR,plt_KtpttTQt,op4,d8,100.0,10.0
WELL216271,seq_sZQKF8DS,plt_KtpttTQt,op4,d9,100.0,10.0
WELL216275,seq_s50wr0s2,plt_KtpttTQt,op4,e1,100.0,10.0
WELL216284,seq_fZdM75LF,plt_KtpttTQt,op4,e10,100.0,10.0
WELL216285,seq_Y2RGoSQj,plt_KtpttTQt,op4,e11,100.0,10.0
WELL216286,seq_ER3JktMi,plt_KtpttTQt,op4,e12,100.0,10.0
WELL216276,seq_IBekmpYc,plt_KtpttTQt,op4,e2,100.0,10.0
WELL216277,seq_ailEunNi,plt_KtpttTQt,op4,e3,100.0,10.0
WELL216278,seq_brwgxagN,plt_KtpttTQt,op4,e4,100.0,10.0
WELL216279,,plt_KtpttTQt,op4,e5,0,
WELL216280,seq_KchuJ9Va,plt_KtpttTQt,op4,e6,100.0,10.0
WELL216281,seq_C6VOBUpM,plt_KtpttTQt,op4,e7,100.0,10.0
WELL216282,seq_egQPpWa8,plt_KtpttTQt,op4,e8,100.0,10.0
WELL216283,seq_sMKKD5Ga,plt_KtpttTQt,op4,e9,100.0,10.0
WELL216287,seq_bxzE53Lh,plt_KtpttTQt,op4,f1,100.0,10.0
WELL216296,seq_ekTLbzSw,plt_KtpttTQt,op4,f10,100.0,10.0
WELL216297,seq_eYs331re,plt_KtpttTQt,op4,f11,100.0,10.0
WELL216298,seq_HViaGpyT,plt_KtpttTQt,op4,f12,100.0,10.0
WELL216288,seq_5tiUOdoQ,plt_KtpttTQt,op4,f2,100.0,10.0
WELL216289,seq_QVO3rgVC,plt_KtpttTQt,op4,f3,110.0,10.0
WELL216290,seq_W4xdyDg7,plt_KtpttTQt,op4,f4,100.0,10.0
WELL216291,,plt_KtpttTQt,op4,f5,0,
WELL216292,seq_k9jOWnMd,plt_KtpttTQt,op4,f6,100.0,10.0
WELL216293,seq_cFG9rqkx,plt_KtpttTQt,op4,f7,100.0,10.0
WELL216294,seq_91kAsD9B,plt_KtpttTQt,op4,f8,100.0,10.0
WELL216295,seq_xnykWQhu,plt_KtpttTQt,op4,f9,100.0,10.0
WELL216299,seq_CRLU6pLB,plt_KtpttTQt,op4,g1,100.0,10.0
WELL216308,seq_oT4EEvRm,plt_KtpttTQt,op4,g10,100.0,10.0
WELL216309,seq_kSf3QW15,plt_KtpttTQt,op4,g11,100.0,10.0
WELL216310,seq_aVIKwYHr,plt_KtpttTQt,op4,g12,100.0,10.0
WELL216300,seq_2dj3bXtj,plt_KtpttTQt,op4,g2,100.0,10.0
WELL216301,seq_tPsD0Bz4,plt_KtpttTQt,op4,g3,100.0,10.0
WELL216302,seq_8he4zetz,plt_KtpttTQt,op4,g4,100.0,10.0
WELL216303,,plt_KtpttTQt,op4,g5,0,
WELL216304,seq_kRTj2eRp,plt_KtpttTQt,op4,g6,100.0,10.0
WELL216305,seq_2MuWrmFu,plt_KtpttTQt,op4,g7,100.0,10.0
WELL216306,seq_NYd2kD2C,plt_KtpttTQt,op4,g8,100.0,10.0
WELL216307,seq_57lArZQc,plt_KtpttTQt,op4,g9,100.0,10.0
WELL216311,seq_LtIqg5w2,plt_KtpttTQt,op4,h1,100.0,10.0
WELL216320,seq_hwwemGKR,plt_KtpttTQt,op4,h10,100.0,10.0
WELL216321,seq_4c1xg9AK,plt_KtpttTQt,op4,h11,100.0,10.0
WELL216322,seq_36xdSvg4,plt_KtpttTQt,op4,h12,100.0,10.0
WELL216312,seq_zP3fIFVI,plt_KtpttTQt,op4,h2,100.0,10.0
WELL216313,seq_vyFnejXb,plt_KtpttTQt,op4,h3,100.0,10.0
WELL216314,seq_fbSwCmxn,plt_KtpttTQt,op4,h4,100.0,10.0
WELL216315,,plt_KtpttTQt,op4,h5,0,
WELL216316,seq_OwXtmaOI,plt_KtpttTQt,op4,h6,100.0,10.0
WELL216317,seq_2XVBQFMS,plt_KtpttTQt,op4,h7,100.0,10.0
WELL216318,seq_cKprYkjA,plt_KtpttTQt,op4,h8,100.0,10.0
WELL216319,seq_Sw4hcO57,plt_KtpttTQt,op4,h9,100.0,10.0
WELL216131,seq_cDFXa1FN,plt_x74pKcsv,op4_100µM,a1,100.0,100.0
WELL216140,seq_fWaymUQa,plt_x74pKcsv,op4_100µM,a10,100.0,100.0
WELL216141,seq_nHLaEGMR,plt_x74pKcsv,op4_100µM,a11,100.0,100.0
WELL216142,seq_5aUgz73o,plt_x74pKcsv,op4_100µM,a12,100.0,100.0
WELL216132,seq_WvztrAxO,plt_x74pKcsv,op4_100µM,a2,100.0,100.0
WELL216133,seq_nA6ONOFH,plt_x74pKcsv,op4_100µM,a3,100.0,100.0
WELL216134,seq_IAroq75c,plt_x74pKcsv,op4_100µM,a4,100.0,100.0
WELL216135,seq_1NBMiG3k,plt_x74pKcsv,op4_100µM,a5,100.0,100.0
WELL216136,seq_jj0NBAJ5,plt_x74pKcsv,op4_100µM,a6,100.0,100.0
WELL216137,seq_gWsqkkfq,plt_x74pKcsv,op4_100µM,a7,100.0,100.0
WELL216138,seq_eiMmQVPL,plt_x74pKcsv,op4_100µM,a8,100.0,100.0
WELL216139,seq_FQTISpgo,plt_x74pKcsv,op4_100µM,a9,100.0,100.0
WELL216143,seq_16Dsbe4R,plt_x74pKcsv,op4_100µM,b1,100.0,100.0
WELL216152,seq_iz617xDk,plt_x74pKcsv,op4_100µM,b10,100.0,100.0
WELL216153,seq_JP3cyJB0,plt_x74pKcsv,op4_100µM,b11,100.0,100.0
WELL216154,seq_iAuZr4qz,plt_x74pKcsv,op4_100µM,b12,100.0,100.0
WELL216144,seq_1ndPpw65,plt_x74pKcsv,op4_100µM,b2,100.0,100.0
WELL216145,seq_CXtYtVig,plt_x74pKcsv,op4_100µM,b3,100.0,100.0
WELL216146,seq_Ol5tYCjI,plt_x74pKcsv,op4_100µM,b4,100.0,100.0
WELL216147,seq_QtYUnTok,plt_x74pKcsv,op4_100µM,b5,100.0,100.0
WELL216148,seq_In9idfFb,plt_x74pKcsv,op4_100µM,b6,100.0,100.0
WELL216149,seq_cUvhyNMG,plt_x74pKcsv,op4_100µM,b7,100.0,100.0
WELL216150,seq_EQMptrMO,plt_x74pKcsv,op4_100µM,b8,100.0,100.0
WELL216151,seq_5DuCgph9,plt_x74pKcsv,op4_100µM,b9,100.0,100.0
WELL216155,seq_4GSOhnMX,plt_x74pKcsv,op4_100µM,c1,100.0,100.0
WELL216164,seq_sqKd7qS8,plt_x74pKcsv,op4_100µM,c10,100.0,100.0
WELL216165,seq_yu7pqwoO,plt_x74pKcsv,op4_100µM,c11,100.0,100.0
WELL216166,seq_mZ1aeXEh,plt_x74pKcsv,op4_100µM,c12,100.0,100.0
WELL216156,seq_mJHFoTZA,plt_x74pKcsv,op4_100µM,c2,100.0,100.0
WELL216157,seq_0v7Yeb51,plt_x74pKcsv,op4_100µM,c3,100.0,100.0
WELL216158,seq_kqXNg6Hr,plt_x74pKcsv,op4_100µM,c4,100.0,100.0
WELL216159,seq_BZAvgZt2,plt_x74pKcsv,op4_100µM,c5,100.0,100.0
WELL216160,seq_MxTNw1kw,plt_x74pKcsv,op4_100µM,c6,100.0,100.0
WELL216161,seq_yCHky6pK,plt_x74pKcsv,op4_100µM,c7,100.0,100.0
WELL216162,seq_zPWbMjDW,plt_x74pKcsv,op4_100µM,c8,100.0,100.0
WELL216163,seq_JZLMv0hC,plt_x74pKcsv,op4_100µM,c9,100.0,100.0
WELL216167,seq_GfxQ10Bq,plt_x74pKcsv,op4_100µM,d1,100.0,100.0
WELL216176,seq_Hy5CXh4Y,plt_x74pKcsv,op4_100µM,d10,100.0,100.0
WELL216177,seq_rP2WUNPn,plt_x74pKcsv,op4_100µM,d11,100.0,100.0
WELL216178,seq_VKwOkpGA,plt_x74pKcsv,op4_100µM,d12,100.0,100.0
WELL216168,seq_prZNF9sA,plt_x74pKcsv,op4_100µM,d2,100.0,100.0
WELL216169,seq_HMolTDc9,plt_x74pKcsv,op4_100µM,d3,100.0,100.0
WELL216170,seq_6RD6FEq4,plt_x74pKcsv,op4_100µM,d4,100.0,100.0
WELL216171,seq_Z2qBIGqQ,plt_x74pKcsv,op4_100µM,d5,100.0,100.0
WELL216172,seq_QiCT4rbh,plt_x74pKcsv,op4_100µM,d6,100.0,100.0
WELL216173,seq_Hph4U3LE,plt_x74pKcsv,op4_100µM,d7,100.0,100.0
WELL216174,seq_NteIjRyR,plt_x74pKcsv,op4_100µM,d8,100.0,100.0
WELL216175,seq_sZQKF8DS,plt_x74pKcsv,op4_100µM,d9,100.0,100.0
WELL216179,seq_s50wr0s2,plt_x74pKcsv,op4_100µM,e1,100.0,100.0
WELL216188,seq_fZdM75LF,plt_x74pKcsv,op4_100µM,e10,100.0,100.0
WELL216189,seq_Y2RGoSQj,plt_x74pKcsv,op4_100µM,e11,100.0,100.0
WELL216190,seq_ER3JktMi,plt_x74pKcsv,op4_100µM,e12,100.0,100.0
WELL216180,seq_IBekmpYc,plt_x74pKcsv,op4_100µM,e2,100.0,100.0
WELL216181,seq_ailEunNi,plt_x74pKcsv,op4_100µM,e3,100.0,100.0
WELL216182,seq_brwgxagN,plt_x74pKcsv,op4_100µM,e4,100.0,100.0
WELL216183,,plt_x74pKcsv,op4_100µM,e5,,
WELL216184,seq_KchuJ9Va,plt_x74pKcsv,op4_100µM,e6,100.0,100.0
WELL216185,seq_C6VOBUpM,plt_x74pKcsv,op4_100µM,e7,100.0,100.0
WELL216186,seq_egQPpWa8,plt_x74pKcsv,op4_100µM,e8,100.0,100.0
WELL216187,seq_sMKKD5Ga,plt_x74pKcsv,op4_100µM,e9,100.0,100.0
WELL216191,seq_bxzE53Lh,plt_x74pKcsv,op4_100µM,f1,100.0,100.0
WELL216200,seq_ekTLbzSw,plt_x74pKcsv,op4_100µM,f10,100.0,100.0
WELL216201,seq_eYs331re,plt_x74pKcsv,op4_100µM,f11,100.0,100.0
WELL216202,seq_HViaGpyT,plt_x74pKcsv,op4_100µM,f12,100.0,100.0
WELL216192,seq_5tiUOdoQ,plt_x74pKcsv,op4_100µM,f2,100.0,100.0
WELL216193,seq_QVO3rgVC,plt_x74pKcsv,op4_100µM,f3,100.0,100.0
WELL216194,seq_W4xdyDg7,plt_x74pKcsv,op4_100µM,f4,100.0,100.0
WELL216195,,plt_x74pKcsv,op4_100µM,f5,,
WELL216196,seq_k9jOWnMd,plt_x74pKcsv,op4_100µM,f6,100.0,100.0
WELL216197,seq_cFG9rqkx,plt_x74pKcsv,op4_100µM,f7,100.0,100.0
WELL216198,seq_91kAsD9B,plt_x74pKcsv,op4_100µM,f8,100.0,100.0
WELL216199,seq_xnykWQhu,plt_x74pKcsv,op4_100µM,f9,100.0,100.0
WELL216203,seq_CRLU6pLB,plt_x74pKcsv,op4_100µM,g1,100.0,100.0
WELL216212,seq_oT4EEvRm,plt_x74pKcsv,op4_100µM,g10,100.0,100.0
WELL216213,seq_kSf3QW15,plt_x74pKcsv,op4_100µM,g11,100.0,100.0
WELL216214,seq_aVIKwYHr,plt_x74pKcsv,op4_100µM,g12,100.0,100.0
WELL216204,seq_2dj3bXtj,plt_x74pKcsv,op4_100µM,g2,100.0,100.0
WELL216205,seq_tPsD0Bz4,plt_x74pKcsv,op4_100µM,g3,100.0,100.0
WELL216206,seq_8he4zetz,plt_x74pKcsv,op4_100µM,g4,100.0,100.0
WELL216207,,plt_x74pKcsv,op4_100µM,g5,,
WELL216208,seq_kRTj2eRp,plt_x74pKcsv,op4_100µM,g6,100.0,100.0
WELL216209,seq_2MuWrmFu,plt_x74pKcsv,op4_100µM,g7,100.0,100.0
WELL216210,seq_NYd2kD2C,plt_x74pKcsv,op4_100µM,g8,100.0,100.0
WELL216211,seq_57lArZQc,plt_x74pKcsv,op4_100µM,g9,100.0,100.0
WELL216215,seq_LtIqg5w2,plt_x74pKcsv,op4_100µM,h1,100.0,100.0
WELL216224,seq_hwwemGKR,plt_x74pKcsv,op4_100µM,h10,100.0,100.0
WELL216225,seq_4c1xg9AK,plt_x74pKcsv,op4_100µM,h11,100.0,100.0
WELL216226,seq_36xdSvg4,plt_x74pKcsv,op4_100µM,h12,100.0,100.0
WELL216216,seq_zP3fIFVI,plt_x74pKcsv,op4_100µM,h2,100.0,100.0
WELL216217,seq_vyFnejXb,plt_x74pKcsv,op4_100µM,h3,100.0,100.0
WELL216218,seq_fbSwCmxn,plt_x74pKcsv,op4_100µM,h4,100.0,100.0
WELL216219,,plt_x74pKcsv,op4_100µM,h5,,
WELL216220,seq_OwXtmaOI,plt_x74pKcsv,op4_100µM,h6,100.0,100.0
WELL216221,seq_2XVBQFMS,plt_x74pKcsv,op4_100µM,h7,100.0,100.0
WELL216222,seq_cKprYkjA,plt_x74pKcsv,op4_100µM,h8,100.0,100.0
WELL216223,seq_Sw4hcO57,plt_x74pKcsv,op4_100µM,h9,100.0,100.0
